Zona,Comune,Nome Palestra,Indirizzo,Latitudine,Longitudine,Indirizzo Completo,Stato
5,Cimadolmo,ASD Black Sheep,Cimadolmo,45.7790432,12.3530199,"Cimadolmo, Treviso, Veneto, 31010, Italia",OK
5,Povegliano,Palestra Fit POINT,"Via Prato della Valle, 10, Povegliano",45.7685126,12.1962323,"Via Prato della Valle, Cecconato, Povegliano, Treviso, Veneto, 31050, Italia",OK
5,Povegliano,Palestra Scuole Medie,Povegliano,45.7541113,12.1828942,"Povegliano, Treviso, Veneto, 31050, Italia",OK
6,Oderzo,FirstFit Oderzo,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Bewellness Oderzo,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Brandolini Sport,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Sun Fit Oderzo,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Palestra Club Delfino,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Gymnos,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Athletic Gym,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Oderzo,Olympia Fit,Oderzo,45.7776511,12.4932002,"Oderzo, Treviso, Veneto, 31046, Italia",OK
6,Motta di Livenza,Body & Mind Evolution,Motta di Livenza,45.7643917,12.6245753,"Motta di Livenza, Treviso, Veneto, 31045, Italia",OK
6,Motta di Livenza,Gymnasium Piscine,"Via Friuli, 42/B, Motta di Livenza",45.7414406,12.6183495,"Via Friuli, Zona Industriale SUD Motta di Livenza, Motta di Livenza, Treviso, Veneto, 31045, Italia",OK
6,Motta di Livenza,Laboratorio del Movimento,"Via Cattaneo, 1, Motta di Livenza",45.7722925,12.6006524,"Via Carlo Cattaneo, Ponte Redigole, Motta di Livenza, Treviso, Veneto, 31045, Italia",OK
6,Motta di Livenza,Centro Danza & Movimento,Motta di Livenza,45.7643917,12.6245753,"Motta di Livenza, Treviso, Veneto, 31045, Italia",OK
6,Ponte di Piave,Active Ponte ASD,"Piazza Walter Tobagi, Ponte di Piave",,,,NON TROVATO
6,Ponte di Piave,Lime Fitness House,"Via dell'Artigianato, 13, Ponte di Piave",45.7332194,12.4700295,"Via dell'Artigianato, Levada, Grasseghella, Levada, Ponte di Piave, Treviso, Veneto, 31047, Italia",OK
6,San Biagio di Callalta,Palestra Comunale,San Biagio di Callalta,45.6825375,12.3825523,"San Biagio di Callalta, Treviso, Veneto, 31048, Italia",OK
6,Gorgo al Monticano,Body Up,"Via Monticano, 3, Gorgo al Monticano",45.78615,12.5415687,"Via Monticano, Gorgo dei Molini, Gorgo al Monticano, Treviso, Veneto, 31040, Italia",OK
6,Gorgo al Monticano,ASD New Body Up,"Via Monticano, 3, Gorgo al Monticano",45.78615,12.5415687,"Via Monticano, Gorgo dei Molini, Gorgo al Monticano, Treviso, Veneto, 31040, Italia",OK
6,Mansuè,Palestra Comunale,Mansuè,45.8275704,12.5254523,"Mansuè, Treviso, Veneto, 31040, Italia",OK
6,Fontanelle,Campo Sportivo Fontanelle,"Via Papa Giovanni XXIII, Fontanelle",45.8339604,12.4671633,"Via papa Giovanni XXIII, Levade, Fontanelle, Treviso, Veneto, 31043, Italia",OK
6,Ormelle,Audaxe Fitness Tribe,Ormelle,45.7718735,12.4271883,"Ormelle, Treviso, Veneto, 31024, Italia",OK
6,Ormelle,Le Pleiadi Club,Ormelle,45.7718735,12.4271883,"Ormelle, Treviso, Veneto, 31024, Italia",OK
6,Salgareda,Palestra Scuola Media,Salgareda,45.7034472,12.5221949,"Salgareda, Treviso, Veneto, 31047, Italia",OK
6,Zenson di Piave,Palestra Comunale,Zenson di Piave,45.6779403,12.4789612,"Zenson di Piave, Treviso, Veneto, 31050, Italia",OK
6,Zenson di Piave,Am Personal Project,Zenson di Piave,45.6779403,12.4789612,"Zenson di Piave, Treviso, Veneto, 31050, Italia",OK
6,Chiarano,Palestra Comunale,Chiarano,45.7317449,12.5677079,"Chiarano, Treviso, Veneto, 31040, Italia",OK
6,Cessalto,Campo Sportivo,"Via Armando Diaz, 31, Cessalto",45.7131972,12.6118645,"Via Armando Diaz, Piovega, Cessalto, Treviso, Veneto, 31040, Italia",OK
6,Cessalto,Palazzetto dello Sport,"Via Luigi Einaudi, 9, Cessalto",45.7146614,12.60954,"Via Luigi Einaudi, Magnadola, Cessalto, Treviso, Veneto, 31040, Italia",OK
6,Cessalto,Body & Mind S.r.l.,Cessalto,45.7097523,12.6304053,"Cessalto, Treviso, Veneto, 31040, Italia",OK
6,Meduna di Livenza,Palestra Comunale,Meduna di Livenza,45.8064433,12.6126854,"Meduna di Livenza, Treviso, Veneto, 31040, Italia",OK
6,Meduna di Livenza,Energym,Meduna di Livenza,45.8064433,12.6126854,"Meduna di Livenza, Treviso, Veneto, 31040, Italia",OK
6,Gaiarine,Solerò Sport Village,Gaiarine,45.8905168,12.4886501,"Gaiarine, Treviso, Veneto, 31018, Italia",OK
6,Gaiarine,Energy Fitness A.S.D.,Gaiarine,45.8905168,12.4886501,"Gaiarine, Treviso, Veneto, 31018, Italia",OK
6,Gaiarine,Athletic Fitness Center,Gaiarine,45.8905168,12.4886501,"Gaiarine, Treviso, Veneto, 31018, Italia",OK
6,Portobuffolé,Campo Sportivo,Portobuffolé,45.8512262,12.5380752,"Portobuffolè, Treviso, Veneto, 31040, Italia",OK
6,Portobuffolé,Funnycenter Academy SSD,Portobuffolé,45.8512262,12.5380752,"Portobuffolè, Treviso, Veneto, 31040, Italia",OK
6,San Polo di Piave,Energy Salus,"Via del Commercio, 24, San Polo di Piave",45.7827671,12.4111342,"Via del Commercio, San Giorgio di San Polo, San Polo di Piave, Treviso, Veneto, 31020, Italia",OK
6,San Polo di Piave,Puro Fitness San Polo,San Polo di Piave,45.7886456,12.3946765,"San Polo di Piave, Treviso, Veneto, 31020, Italia",OK
6,San Polo di Piave,Palazzetto Polifunzionale,San Polo di Piave,45.7886456,12.3946765,"San Polo di Piave, Treviso, Veneto, 31020, Italia",OK
